block_id,session_id,block_order,block_type,source_block_name,volume_m,prescription_text,zones,styles,materials,skills,parse_origin,machine_status,source_sheet,source_row
RKF-SPR-18-24-03-B05,RKF-SPR-18-24-03,5,Principal,Principal / Arquitetura,400,"400: 8×25 de bloco, competitivo somente até 15 m e 10 m solto; 2'30""–3' entre saídas +8×25 A1 entre execuções. Registrar 15 m quando possível.",A1,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,4
RKF-SPR-18-24-03-B06,RKF-SPR-18-24-03,6,Pós-série,Pós-série,500,"500: 5 pares de 100 =25 com pé de pato, 15 m máximo +10 m solto /25 nado limpo, 15 m máximo +10 m solto /50 A1. Recuperar 1'30"" antes do tiro com pé de pato e 2' antes do tiro limpo.",A1,,Pé de pato,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,4
RKF-SPR-18-24-03-B07,RKF-SPR-18-24-03,7,Regenerativo,Regenerativo,800,800: 4×100 A1 costas/livre +4×50 drill suave +200 livre muito leve.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,4
RKF-SPR-18-24-04-B01,RKF-SPR-18-24-04,1,Aquecimento,Aquecimento,1000,"1000: 400 livre A1 +200 costas A1 +4×50 scull/nado @15"" +4×50 progressivos A1→A2 @20"".",A2|A1,Livre/Crawl|Costas,,Scull,structured_from_source,READY,Treinos_Sprint_18_24_RKF,5
RKF-SPR-18-24-04-B02,RKF-SPR-18-24-04,2,Técnica/Fundamento,Técnica / Fundamento,400,"400: 8×50 pull com palmar pequeno/médio A1/A2 @20"", focando apoio, cotovelo alto e aceleração da mão.",A2|A1,,Palmar pequeno,Sensibilidade,structured_from_source,READY,Treinos_Sprint_18_24_RKF,5
RKF-SPR-18-24-04-B03,RKF-SPR-18-24-04,3,Força/Material,Força / Material,600,"600: 3×[4×25 palmar grande + paraquedas pequeno forte @45"" +100 A1 sem material]. Recuperar 2' entre blocos; tração forte, sem perder alinhamento.",A1,,Palmar grande|Paraquedas,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,5
RKF-SPR-18-24-04-B04,RKF-SPR-18-24-04,4,Pré-série,Pré-série,400,"400: 8×50 @30"" =25 palmar médio A3 controlado + retirar palmar rapidamente +25 nado completo A3.",A3,,Palmar médio,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,5
RKF-SPR-18-24-04-B05,RKF-SPR-18-24-04,5,Principal,Principal / Arquitetura,600,"600: 6×100 A1/A2 @20"", buscando sensação de apoio do bloco de força, SR controlada e braçada longa.",A2|A1,,,Braçadas|Sensibilidade,structured_from_source,READY,Treinos_Sprint_18_24_RKF,5
RKF-SPR-18-24-04-B06,RKF-SPR-18-24-04,6,Pós-série,Pós-série,0,0 m: sem pós-série adicional; segue diretamente ao regenerativo para acelerar a recuperação.,,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,5
RKF-SPR-18-24-04-B07,RKF-SPR-18-24-04,7,Regenerativo,Regenerativo,1000,"1000: 5×200 A1 alternando 200 livre / 100 costas+100 livre, @20"". Soltura de ombros e amplitude.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,5
RKF-SPR-18-24-05-B01,RKF-SPR-18-24-05,1,Aquecimento,Aquecimento,1000,"1000: 400 A1 livre +200 IM técnico +4×50 drill/nado @15"" +4×50 progressivos @20"".",A1,Livre/Crawl|Medley,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,6
RKF-SPR-18-24-05-B02,RKF-SPR-18-24-05,2,Técnica/Fundamento,Técnica / Fundamento,0,0 m: sem bloco técnico separado; a técnica está integrada ao aquecimento e/ou ao bloco principal para não aumentar a carga da sessão.,,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,6
RKF-SPR-18-24-05-B03,RKF-SPR-18-24-05,3,Força/Material,Força / Material,0,0 m: sem força/material nesta sessão; omitido deliberadamente para preservar o objetivo central e a recuperação.,,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,6
RKF-SPR-18-24-05-B04,RKF-SPR-18-24-05,4,Pré-série,Pré-série,500,"500: 4×50 A2 @20"" +4×50 A3 @30"" +4×25 AN1 controlado @1'15"". Encerrar a preparação sentindo-se rápido, não cansado.",AN1|A3|A2,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,6
RKF-SPR-18-24-05-B05,RKF-SPR-18-24-05,5,Principal,Principal / Arquitetura,400,400: 2×(4×50 AN2 @4'). Recuperar 8' entre blocos com mobilidade e nado muito leve fora do volume principal. Meta: pequena dispersão de tempos e mecânica competitiva.,AN2,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,6
RKF-SPR-18-24-05-B06,RKF-SPR-18-24-05,6,Pós-série,Pós-série,400,"400: 8×50 A1 técnico @20"" =25 drill relaxado +25 nado completo, reconstruindo amplitude.",A1,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,6
RKF-SPR-18-24-05-B07,RKF-SPR-18-24-05,7,Regenerativo,Regenerativo,1500,"1500: 5×200 A1 @20"" +5×100 A1 escolha @15"". Intensidade deliberadamente baixa para facilitar recuperação.",A1,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,6
RKF-SPR-18-24-06-B01,RKF-SPR-18-24-06,1,Aquecimento,Aquecimento,900,"900: 400 nado A1 +200 perna leve +4×50 técnico @15"" +4×25 progressivos @30"".",A1,,,Perna,structured_from_source,READY,Treinos_Sprint_18_24_RKF,7
RKF-SPR-18-24-06-B02,RKF-SPR-18-24-06,2,Técnica/Fundamento,Técnica / Fundamento,0,0 m: sem bloco técnico separado; a técnica está integrada ao aquecimento e/ou ao bloco principal para não aumentar a carga da sessão.,,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,7
RKF-SPR-18-24-06-B03,RKF-SPR-18-24-06,3,Força/Material,Força / Material,600,"600: 6×100 perna A1/A2 @25"", alternando 2 costas, 2 lateral, 2 posição específica da prova; manter amplitude e quadril alto.",A2|A1,Costas,,Perna,structured_from_source,READY,Treinos_Sprint_18_24_RKF,7
RKF-SPR-18-24-06-B04,RKF-SPR-18-24-06,4,Pré-série,Pré-série,500,"500: 10×25 perna resistida forte @45"" +10×25 A1 recuperação. Resistência suficiente para força sem travar completamente a mecânica.",A1,,,Perna,structured_from_source,READY,Treinos_Sprint_18_24_RKF,7
RKF-SPR-18-24-06-B05,RKF-SPR-18-24-06,5,Principal,Principal / Arquitetura,400,"400: 8×50 @40"" =25 perna com pé de pato rápida A3 +25 nado completo A2/A3, transferindo velocidade da pernada para a posição corporal.",A3|A2,,Pé de pato,Perna,structured_from_source,READY,Treinos_Sprint_18_24_RKF,7
RKF-SPR-18-24-06-B06,RKF-SPR-18-24-06,6,Pós-série,Pós-série,800,"800: 8×100 A1/A2 @20"", todos com 6–8 pernadas eficientes após paredes, sem intensidade máxima.",A2|A1,,,Perna,structured_from_source,READY,Treinos_Sprint_18_24_RKF,7
RKF-SPR-18-24-06-B07,RKF-SPR-18-24-06,7,Regenerativo,Regenerativo,1000,1000: 400 livre A1 +300 costas A1 +3×100 escolha muito leve.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,7
RKF-SPR-18-24-07-B01,RKF-SPR-18-24-07,1,Aquecimento,Aquecimento,1000,"1000: 400 livre A1 +200 IM técnico +4×50 educativo/nado @15"" +4×50 progressivos 1–4 @25"".",A1,Livre/Crawl|Medley,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,8
RKF-SPR-18-24-07-B02,RKF-SPR-18-24-07,2,Técnica/Fundamento,Técnica / Fundamento,0,0 m: sem bloco técnico separado; a técnica está integrada ao aquecimento e/ou ao bloco principal para não aumentar a carga da sessão.,,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,8
RKF-SPR-18-24-07-B03,RKF-SPR-18-24-07,3,Força/Material,Força / Material,0,0 m: sem força/material nesta sessão; omitido deliberadamente para preservar o objetivo central e a recuperação.,,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,8
RKF-SPR-18-24-07-B04,RKF-SPR-18-24-07,4,Pré-série,Pré-série,600,"600: 6×100 @25"" em pares: 2 A1, 2 A2, 2 A3 controlado; manter mesmo padrão de braçada e viradas competitivas nos 2 últimos.",A3|A2|A1,,,Braçadas,structured_from_source,READY,Treinos_Sprint_18_24_RKF,8
RKF-SPR-18-24-07-B05,RKF-SPR-18-24-07,5,Principal,Principal / Arquitetura,600,"600: 3 rounds =broken 100 (50 +20"" +25 +15"" +25 em RDC 100) +50 A1; recuperar 6'–8' entre rounds. Depois 3×50 RDC 100 @2'30"". Volume RDC =450 m; registrar soma dos segmentos, distribuição e perda de velocidade.",A1,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,8
RKF-SPR-18-24-07-B06,RKF-SPR-18-24-07,6,Pós-série,Pós-série,400,"400: 8×50 @30"" =10 m entrada rápida + virada +15 m saída em padrão de prova +25 m A1.",A1,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,8
RKF-SPR-18-24-07-B07,RKF-SPR-18-24-07,7,Regenerativo,Regenerativo,1400,"1400: 4×200 A1 +4×100 A1 +4×50 muito leves, variando costas/livre.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,8
RKF-SPR-18-24-08-B01,RKF-SPR-18-24-08,1,Aquecimento,Aquecimento,900,"900: 300 livre A1 +200 IM técnico +4×50 drill/nado @15"" +4×50 progressivos @20"".",A1,Livre/Crawl|Medley,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,9
RKF-SPR-18-24-08-B02,RKF-SPR-18-24-08,2,Técnica/Fundamento,Técnica / Fundamento,400,"400: 8×50 =25 técnico específico +25 nado, alternando foco em apoio, alinhamento, frequência e chegada.",,,,Sensibilidade,structured_from_source,READY,Treinos_Sprint_18_24_RKF,9
RKF-SPR-18-24-08-B03,RKF-SPR-18-24-08,3,Força/Material,Força / Material,0,0 m: sem força/material nesta sessão; omitido deliberadamente para preservar o objetivo central e a recuperação.,,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,9
RKF-SPR-18-24-08-B04,RKF-SPR-18-24-08,4,Pré-série,Pré-série,300,"300: 6×50 @40"" =25 build até 90% +25 A1. Nos últimos 2, simular rotina pré-saída.",A1,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,9
RKF-SPR-18-24-08-B05,RKF-SPR-18-24-08,5,Principal,Principal / Arquitetura,300,"300: 6×25 de bloco, máximo, @3'30""–4'; cada repetição termina aos 25 m. Depois de cada tiro nadar 25 A1 fora do intervalo principal. Volume máximo =150 m.",A1,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,9
RKF-SPR-18-24-08-B06,RKF-SPR-18-24-08,6,Pós-série,Pós-série,300,300: 3 pares =25 pé de pato máximo @2' +25 A1 +25 limpo máximo @3' +25 A1. Comparar sensação de frequência e distância por braçada.,A1,,Pé de pato,Braçadas,structured_from_source,READY,Treinos_Sprint_18_24_RKF,9
RKF-SPR-18-24-08-B07,RKF-SPR-18-24-08,7,Regenerativo,Regenerativo,1000,"1000: 5×200 A1, alternando livre/costas e 25 drill dentro de cada 200.",A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,9
RKF-SPR-18-24-09-B01,RKF-SPR-18-24-09,1,Aquecimento,Aquecimento,900,"900: 400 A1 +200 IM técnico +4×50 progressivos @20"" +4×25 aceleração para a parede, sem máxima intensidade.",A1,Medley,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,10
RKF-SPR-18-24-09-B02,RKF-SPR-18-24-09,2,Técnica/Fundamento,Técnica / Fundamento,500,"500: 10×50 @30"" =20 m aproximação técnica + virada +15 m saída +15 m A1. Variar contagem de braçadas nos últimos 10 m para encontrar distância ideal.",A1,,,Braçadas,structured_from_source,READY,Treinos_Sprint_18_24_RKF,10
RKF-SPR-18-24-09-B03,RKF-SPR-18-24-09,3,Força/Material,Força / Material,0,0 m: sem força/material nesta sessão; omitido deliberadamente para preservar o objetivo central e a recuperação.,,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,10
RKF-SPR-18-24-09-B04,RKF-SPR-18-24-09,4,Pré-série,Pré-série,600,"600: 12×50 @35"" =15 m entrada A3 + virada competitiva +15 m saída forte +20 m A1. Cronometrar 5 m in/10 m out quando disponível.",A3|A1,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,10
RKF-SPR-18-24-09-B05,RKF-SPR-18-24-09,5,Principal,Principal / Arquitetura,600,"600: 6×100 A2 @30"", todas as viradas em padrão competitivo; últimos 10 m antes e primeiros 10 m depois da parede em A3 técnico, restante A2.",A3|A2,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,10
RKF-SPR-18-24-09-B06,RKF-SPR-18-24-09,6,Pós-série,Pós-série,400,"400: 8×50 A3 controlado @40"", objetivo principal é repetir a mesma distância de ataque e o mesmo breakout.",A3,,,Breakout,structured_from_source,READY,Treinos_Sprint_18_24_RKF,10
RKF-SPR-18-24-09-B07,RKF-SPR-18-24-09,7,Regenerativo,Regenerativo,800,800: 4×100 costas/livre A1 +4×50 drill suave +200 livre muito leve.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,10
RKF-SPR-18-24-10-B01,RKF-SPR-18-24-10,1,Aquecimento,Aquecimento,900,"900: 300 livre A1 +200 costas +4×50 perna leve +4×50 drill/nado @15"".",A1,Livre/Crawl|Costas,,Perna,structured_from_source,READY,Treinos_Sprint_18_24_RKF,11
RKF-SPR-18-24-10-B02,RKF-SPR-18-24-10,2,Técnica/Fundamento,Técnica / Fundamento,400,"400: 8×50 @30"" =impulso em streamline +4–6 pernadas submersas técnicas + breakout suave + completar A1.",A1,,,Streamline|Submerso|Breakout|Perna,structured_from_source,READY,Treinos_Sprint_18_24_RKF,11
RKF-SPR-18-24-10-B03,RKF-SPR-18-24-10,3,Força/Material,Força / Material,0,0 m: sem força/material nesta sessão; omitido deliberadamente para preservar o objetivo central e a recuperação.,,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,11
RKF-SPR-18-24-10-B04,RKF-SPR-18-24-10,4,Pré-série,Pré-série,400,"400: 8×50 com pé de pato @40"" =impulso +6–8 pernadas fortes + breakout +10 m A2 + restante leve.",A2,,Pé de pato,Breakout|Perna,structured_from_source,READY,Treinos_Sprint_18_24_RKF,11
RKF-SPR-18-24-10-B05,RKF-SPR-18-24-10,5,Principal,Principal / Arquitetura,400,400: 8×50 @1' =15 m submerso de qualidade controlada + breakout +10 m nado rápido técnico +25 m A1. Sem prolongar apneia; parar se a técnica cair.,A1,,,Submerso|Breakout,structured_from_source,READY,Treinos_Sprint_18_24_RKF,11
RKF-SPR-18-24-10-B06,RKF-SPR-18-24-10,6,Pós-série,Pós-série,500,"500: 10×50 A2 @30"", primeiro trecho após cada parede com mesma contagem de pernadas e mesmo ponto de breakout.",A2,,,Breakout|Perna,structured_from_source,READY,Treinos_Sprint_18_24_RKF,11
RKF-SPR-18-24-10-B07,RKF-SPR-18-24-10,7,Regenerativo,Regenerativo,800,800: 300 costas A1 +300 livre A1 +4×50 muito leves.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,11
RKF-SPR-18-24-11-B01,RKF-SPR-18-24-11,1,Aquecimento,Aquecimento,1000,"1000: 400 livre A1 +200 IM técnico +4×50 drill/nado @15"" +4×50 progressivos @20"".",A1,Livre/Crawl|Medley,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,12
RKF-SPR-18-24-11-B02,RKF-SPR-18-24-11,2,Técnica/Fundamento,Técnica / Fundamento,400,"400: 8×50 @20"" =25 educativo de apoio/alinhamento +25 nado completo com contagem de ciclos.",,,,Sensibilidade,structured_from_source,READY,Treinos_Sprint_18_24_RKF,12
RKF-SPR-18-24-11-B03,RKF-SPR-18-24-11,3,Força/Material,Força / Material,0,0 m: sem força/material nesta sessão; omitido deliberadamente para preservar o objetivo central e a recuperação.,,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,12
RKF-SPR-18-24-11-B04,RKF-SPR-18-24-11,4,Pré-série,Pré-série,400,"400: 8×50 A2→A3 @30"", dois de cada foco: frequência, amplitude, virada, chegada.",A3|A2,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,12
RKF-SPR-18-24-11-B05,RKF-SPR-18-24-11,5,Principal,Principal / Arquitetura,1200,"1200: 3×[4×100 A3 @30""–40""]. Recuperar 2'30"" entre blocos. Registrar tempo médio, SR e ciclos; o terceiro bloco deve preservar mecânica do primeiro.",A3,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,12
RKF-SPR-18-24-11-B06,RKF-SPR-18-24-11,6,Pós-série,Pós-série,400,"400: 4×100 A1 @20"", reconstruindo braçada e relaxando ombros.",A1,,,Braçadas,structured_from_source,READY,Treinos_Sprint_18_24_RKF,12
RKF-SPR-18-24-11-B07,RKF-SPR-18-24-11,7,Regenerativo,Regenerativo,800,800: 4×100 costas/livre A1 +4×50 drill suave +200 solto.,A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,12
RKF-SPR-18-24-12-B01,RKF-SPR-18-24-12,1,Aquecimento,Aquecimento,900,"900: 300 livre A1 +200 costas +4×50 scull/nado @15"" +4×50 progressivos @20"".",A1,Livre/Crawl|Costas,,Scull,structured_from_source,READY,Treinos_Sprint_18_24_RKF,13
RKF-SPR-18-24-12-B02,RKF-SPR-18-24-12,2,Técnica/Fundamento,Técnica / Fundamento,400,"400: 8×50 técnico @20"", alternando apoio, alinhamento, frequência e aceleração final.",,,,Sensibilidade,structured_from_source,READY,Treinos_Sprint_18_24_RKF,13
RKF-SPR-18-24-12-B03,RKF-SPR-18-24-12,3,Força/Material,Força / Material,600,600: 4 rounds =25 paraquedas grande forte +50 A1 +25 paraquedas pequeno rápido +50 A1. Recuperar 2' entre rounds.,A1,,Paraquedas,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,13
RKF-SPR-18-24-12-B04,RKF-SPR-18-24-12,4,Pré-série,Pré-série,400,400: 4×[25 nado limpo VALAT 15 m máximo +25 A1 +50 A1/A2]. Recuperação 2' antes de cada VALAT.,VALAT|A2|A1,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,13
RKF-SPR-18-24-12-B05,RKF-SPR-18-24-12,5,Principal,Principal / Arquitetura,500,"500: 5×100 A2 @25"", foco em sensação de água, deslocamento por ciclo e alinhamento após retirada da resistência.",A2,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,13
RKF-SPR-18-24-12-B06,RKF-SPR-18-24-12,6,Pós-série,Pós-série,0,0 m: sem pós-série adicional; segue diretamente ao regenerativo para acelerar a recuperação.,,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,13
RKF-SPR-18-24-12-B07,RKF-SPR-18-24-12,7,Regenerativo,Regenerativo,800,800: 4×100 A1 +4×50 costas muito leve +200 escolha.,A1,Costas,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,13
RKF-SPR-18-24-13-B01,RKF-SPR-18-24-13,1,Aquecimento,Aquecimento,1000,"1000: 400 livre A1 +200 IM técnico +4×50 drill/nado @15"" +4×50 progressivos @20"".",A1,Livre/Crawl|Medley,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,14
RKF-SPR-18-24-13-B02,RKF-SPR-18-24-13,2,Técnica/Fundamento,Técnica / Fundamento,0,0 m: sem bloco técnico separado; a técnica está integrada ao aquecimento e/ou ao bloco principal para não aumentar a carga da sessão.,,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,14
RKF-SPR-18-24-13-B03,RKF-SPR-18-24-13,3,Força/Material,Força / Material,500,"500: 10×50 pull A1/A2 com palmar médio @20"", foco em apoio e aceleração da mão, sem fadigar.",A2|A1,,Palmar médio,Sensibilidade,structured_from_source,READY,Treinos_Sprint_18_24_RKF,14
RKF-SPR-18-24-13-B04,RKF-SPR-18-24-13,4,Pré-série,Pré-série,300,300: 3 rounds =25 paraquedas pequeno A3 +25 A1 +25 nado limpo AN1 +25 A1. Recuperar 2' entre rounds.,AN1|A3|A1,,Paraquedas,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,14
RKF-SPR-18-24-13-B05,RKF-SPR-18-24-13,5,Principal,Principal / Arquitetura,400,"400: 8×50 AN1 @2'30""–3'. Meta de consistência; se houver queda clara de velocidade ou mecânica, encerrar em 6 repetições.",AN1,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,14
RKF-SPR-18-24-13-B06,RKF-SPR-18-24-13,6,Pós-série,Pós-série,400,"400: 8×50 @25"" =25 drill relaxado +25 A1 completo.",A1,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,14
RKF-SPR-18-24-13-B07,RKF-SPR-18-24-13,7,Regenerativo,Regenerativo,1300,"1300: 5×200 A1 @20"" +3×100 muito leves.",A1,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,14
RKF-SPR-18-24-14-B01,RKF-SPR-18-24-14,1,Aquecimento,Aquecimento,800,"800: 300 livre A1 +200 IM técnico +4×50 (25 perna/25 nado) @20"" +4×25 progressivos @30"".",A1,Livre/Crawl|Medley,,Perna,structured_from_source,READY,Treinos_Sprint_18_24_RKF,15
RKF-SPR-18-24-14-B02,RKF-SPR-18-24-14,2,Técnica/Fundamento,Técnica / Fundamento,800,"800: 16×50 @20"", em 4 blocos de 4: apoio/scull; alinhamento e rotação; recuperação/entrada; conexão tronco-quadril. Cada 50 =25 drill +25 nado completo.",,,,Scull|Sensibilidade,structured_from_source,READY,Treinos_Sprint_18_24_RKF,15
RKF-SPR-18-24-14-B03,RKF-SPR-18-24-14,3,Força/Material,Força / Material,0,0 m: sem força/material nesta sessão; omitido deliberadamente para preservar o objetivo central e a recuperação.,,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,15
RKF-SPR-18-24-14-B04,RKF-SPR-18-24-14,4,Pré-série,Pré-série,600,"600: 12×50 @30"" progressivos por frequência, mantendo contagem de braçadas dentro de ±1 ciclo; 1–4 moderados, 5–8 fortes técnicos, 9–12 90%.",,,,Braçadas,structured_from_source,READY,Treinos_Sprint_18_24_RKF,15
RKF-SPR-18-24-14-B05,RKF-SPR-18-24-14,5,Principal,Principal / Arquitetura,400,"400: 8×50 @40"" =35 m técnico A2 +15 m aceleração A3 com manutenção da forma.",A3|A2,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,15
RKF-SPR-18-24-14-B06,RKF-SPR-18-24-14,6,Pós-série,Pós-série,400,"400: 4×100 A1/A2 @20"", aplicando uma única correção técnica definida pelo treinador.",A2|A1,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,15
RKF-SPR-18-24-14-B07,RKF-SPR-18-24-14,7,Regenerativo,Regenerativo,600,"600: 200 costas +200 livre +4×50 escolha, tudo muito leve.",,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,15
RKF-SPR-18-24-15-B01,RKF-SPR-18-24-15,1,Aquecimento,Aquecimento,900,"900: 300 livre A1 +200 IM técnico +4×50 drill/nado @15"" +4×50 progressivos @20"".",A1,Livre/Crawl|Medley,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,16
RKF-SPR-18-24-15-B02,RKF-SPR-18-24-15,2,Técnica/Fundamento,Técnica / Fundamento,400,"400: 8×50 @30"" =25 streamline/breakout técnico +25 A1, alternando saída de parede e saída de bloco simulada.",A1,,,Saída de bloco|Streamline|Breakout,structured_from_source,READY,Treinos_Sprint_18_24_RKF,16
RKF-SPR-18-24-15-B03,RKF-SPR-18-24-15,3,Força/Material,Força / Material,0,0 m: sem força/material nesta sessão; omitido deliberadamente para preservar o objetivo central e a recuperação.,,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,16
RKF-SPR-18-24-15-B04,RKF-SPR-18-24-15,4,Pré-série,Pré-série,400,"400: 8×50 @40"" =10 m aproximação + virada +15 m saída forte +25 m A1.",A1,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,16
RKF-SPR-18-24-15-B05,RKF-SPR-18-24-15,5,Principal,Principal / Arquitetura,300,"300: 6×50 @1'30"" =35 m A2/A3 controlado + últimos 15 m em chegada competitiva, mantendo cabeça e extensão corretas.",A3|A2,,,,structured_from_source,READY,Treinos_Sprint_18_24_RKF,16
